key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,390,6.9124,1158.0645,7553.2258
highway,371,6.5757,80.9756,1000.935
name,283,5.016,152.6786,1437.128
oneway,226,4.0057,465.0,3337.0833
int_name,206,3.6512,347.8261,2624.2754
lit,202,3.5803,861.9048,5751.5873
surface,155,2.7473,1837.5,11686.4583
ref,149,2.6409,520.8333,3676.7361
leisure,78,1.3825,-46.5753,225.0
nat_ref,56,0.9926,5500.0,33966.6667
lanes,54,0.9571,145.4545,1393.1818
smoothness,47,0.833,1466.6667,9430.5556
maxspeed,42,0.7444,950.0,6287.5
turn:lanes,42,0.7444,4100.0,25450.0
source,41,0.7267,-49.3827,207.9218
sidewalk,34,0.6026,3300.0,20583.3333
name:en,26,0.4608,-55.1724,172.7011
bridge,17,0.3013,112.5,1192.7083
old_ref,17,0.3013,-15.0,417.0833
toll,17,0.3013,-5.5556,474.537
tracktype,14,0.2481,16.6667,609.7222
bicycle,13,0.2304,-31.5789,316.2281
foot,13,0.2304,-31.5789,316.2281
name:el,13,0.2304,-64.8649,113.7387
natural,13,0.2304,-69.7674,83.9147
amenity,12,0.2127,-42.8571,247.619
horse,12,0.2127,-36.8421,284.2105
layer,11,0.195,10.0,569.1667
sport,9,0.1595,28.5714,682.1429
intermittent,8,0.1418,-88.4058,-29.4686
name:fr,8,0.1418,-71.4286,73.8095
waterway,8,0.1418,-90.0,-39.1667
int_ref,7,0.1241,-61.1111,136.5741
maxspeed:lanes,7,0.1241,600.0,4158.3333
operator,6,0.1063,500.0,3550.0
width:lanes,6,0.1063,500.0,3550.0
landuse,4,0.0709,-88.5714,-30.4762
placement,4,0.0709,300.0,2333.3333
short_name,3,0.0532,200.0,1725.0
addr:postcode,2,0.0354,-87.5,-23.9583
area,2,0.0354,-77.7778,35.1852
man_made,2,0.0354,-75.0,52.0833
tourism,2,0.0354,-33.3333,305.5556
addr:city,1,0.0177,-66.6667,102.7778
addr:country,1,0.0177,0.0,508.3333
addr:housenumber,1,0.0177,-66.6667,102.7778
addr:street,1,0.0177,-80.0,21.6667
addr:suburb,1,0.0177,0.0,508.3333
admin_level,1,0.0177,-95.2381,-71.0317
barrier,1,0.0177,-75.0,52.0833
boundary,1,0.0177,-95.2381,-71.0317
climbing,1,0.0177,0.0,508.3333
climbing:bolted,1,0.0177,0.0,508.3333
climbing:grade:french:max,1,0.0177,0.0,508.3333
climbing:grade:french:min,1,0.0177,0.0,508.3333
climbing:orientation,1,0.0177,0.0,508.3333
climbing:sport,1,0.0177,0.0,508.3333
contact:email,1,0.0177,0.0,508.3333
contact:fax,1,0.0177,0.0,508.3333
contact:phone,1,0.0177,0.0,508.3333
contact:website,1,0.0177,0.0,508.3333
converted_by,1,0.0177,-50.0,204.1667
fee,1,0.0177,-50.0,204.1667
indoor,1,0.0177,0.0,508.3333
name:de,1,0.0177,-90.9091,-44.697
name:ru,1,0.0177,-75.0,52.0833
place,1,0.0177,-91.6667,-49.3056
population,1,0.0177,-83.3333,1.3889
religion,1,0.0177,-88.8889,-32.4074
shop,1,0.0177,0.0,508.3333
source:name,1,0.0177,0.0,508.3333
stars,1,0.0177,0.0,508.3333
wikidata,1,0.0177,-83.3333,1.3889
wikipedia,1,0.0177,-83.3333,1.3889
