key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
building,5394,10.8196,17300.0,17300.0
highway,3091,6.2001,1407.8049,1407.8049
name,2721,5.4579,2329.4643,2329.4643
surface,1781,3.5724,22162.5,22162.5
lanes,1246,2.4993,5563.6364,5563.6364
int_name,1124,2.2546,2343.4783,2343.4783
oneway,1089,2.1844,2622.5,2622.5
ref,666,1.3359,2675.0,2675.0
lit,610,1.2236,2804.7619,2804.7619
name:en,560,1.1233,865.5172,865.5172
maxspeed,326,0.6539,8050.0,8050.0
tracktype,326,0.6539,2616.6667,2616.6667
name:el,251,0.5035,578.3784,578.3784
toll,233,0.4674,1194.4444,1194.4444
operator,230,0.4613,22900.0,22900.0
name:fr,213,0.4272,660.7143,660.7143
name:de,212,0.4252,1827.2727,1827.2727
smoothness,212,0.4252,6966.6667,6966.6667
foot,211,0.4232,1010.5263,1010.5263
bicycle,209,0.4192,1000.0,1000.0
horse,209,0.4192,1000.0,1000.0
old_ref,207,0.4152,935.0,935.0
name:es,200,0.4012,19900.0,19900.0
int_ref,196,0.3931,988.8889,988.8889
nat_name,186,0.3731,18500.0,18500.0
layer,142,0.2848,1320.0,1320.0
bridge,111,0.2227,1287.5,1287.5
landuse,105,0.2106,200.0,200.0
turn:lanes,103,0.2066,10200.0,10200.0
addr:street,88,0.1765,1660.0,1660.0
source,83,0.1665,2.4691,2.4691
crossing,78,0.1565,7700.0,7700.0
addr:housenumber,71,0.1424,2266.6667,2266.6667
amenity,69,0.1384,228.5714,228.5714
service,69,0.1384,6800.0,6800.0
railway,60,0.1204,1100.0,1100.0
electrified,54,0.1083,1700.0,1700.0
gauge,54,0.1083,1700.0,1700.0
frequency,49,0.0983,2350.0,2350.0
passenger_lines,49,0.0983,2350.0,2350.0
usage,49,0.0983,2350.0,2350.0
voltage,49,0.0983,2350.0,2350.0
alt_name,48,0.0963,4700.0,4700.0
railway:etcs,47,0.0943,4600.0,4600.0
sidewalk,43,0.0863,4200.0,4200.0
nat_ref,36,0.0722,3500.0,3500.0
admin_level,34,0.0682,61.9048,61.9048
tunnel,32,0.0642,166.6667,166.6667
placement,30,0.0602,2900.0,2900.0
boundary,29,0.0582,38.0952,38.0952
leisure,29,0.0582,-80.137,-80.137
natural,23,0.0461,-46.5116,-46.5116
addr:postcode,19,0.0381,18.75,18.75
area,19,0.0381,111.1111,111.1111
shop,19,0.0381,1800.0,1800.0
opening_hours,18,0.0361,260.0,260.0
description,17,0.0341,1600.0,1600.0
addr:city,15,0.0301,400.0,400.0
phone,15,0.0301,650.0,650.0
footway,14,0.0281,1300.0,1300.0
name:it,14,0.0281,1300.0,1300.0
name:ru,14,0.0281,250.0,250.0
website,14,0.0281,1300.0,1300.0
name:simple,12,0.0241,1100.0,1100.0
waterway,12,0.0241,-85.0,-85.0
created_by,11,0.0221,1000.0,1000.0
source:name,11,0.0221,1000.0,1000.0
sport,11,0.0221,57.1429,57.1429
maxspeed:lanes,10,0.0201,900.0,900.0
access,9,0.0181,800.0,800.0
width:lanes,9,0.0181,800.0,800.0
brand,8,0.016,700.0,700.0
destination:ref,8,0.016,700.0,700.0
intermittent,8,0.016,-88.4058,-88.4058
reg_ref,8,0.016,0.0,0.0
source:reg_ref,8,0.016,0.0,0.0
tourism,8,0.016,166.6667,166.6667
barrier,7,0.014,75.0,75.0
historic,7,0.014,133.3333,133.3333
leaf_type,7,0.014,600.0,600.0
man_made,6,0.012,-25.0,-25.0
disused:railway,5,0.01,400.0,400.0
fee,5,0.01,150.0,150.0
short_name,5,0.01,400.0,400.0
direction,4,0.008,300.0,300.0
disused:highway,4,0.008,300.0,300.0
level,4,0.008,300.0,300.0
maxspeed:forward,4,0.008,300.0,300.0
memorial,4,0.008,300.0,300.0
parking,4,0.008,100.0,100.0
religion,4,0.008,-55.5556,-55.5556
construction,3,0.006,200.0,200.0
cuisine,3,0.006,0.0,0.0
embankment,3,0.006,200.0,200.0
fuel:diesel,3,0.006,200.0,200.0
fuel:octane_100,3,0.006,200.0,200.0
fuel:octane_95,3,0.006,200.0,200.0
maxspeed:type,3,0.006,200.0,200.0
maxweight,3,0.006,200.0,200.0
place,3,0.006,-75.0,-75.0
public_transport,3,0.006,50.0,50.0
traffic_signals,3,0.006,200.0,200.0
type,3,0.006,200.0,200.0
bench,2,0.004,100.0,100.0
bus,2,0.004,100.0,100.0
delivery,2,0.004,100.0,100.0
destination,2,0.004,100.0,100.0
disused:amenity,2,0.004,100.0,100.0
emergency,2,0.004,100.0,100.0
junction,2,0.004,-71.4286,-71.4286
old_name,2,0.004,100.0,100.0
shelter_type,2,0.004,100.0,100.0
social_facility,2,0.004,100.0,100.0
traffic_sign,2,0.004,100.0,100.0
traffic_sign:direction,2,0.004,100.0,100.0
traffic_sign:forward,2,0.004,100.0,100.0
alt_name:en,1,0.002,0.0,0.0
bin,1,0.002,0.0,0.0
capacity,1,0.002,0.0,0.0
