key,count,percent_of_total_changes,percent_difference_from_pre,percent_difference_from_pre_day
denomination,1,0.002,-75.0,-75.0
destination:int_ref,1,0.002,0.0,0.0
destination:street,1,0.002,0.0,0.0
distance,1,0.002,0.0,0.0
disused:tourism,1,0.002,0.0,0.0
drive_through,1,0.002,0.0,0.0
email,1,0.002,0.0,0.0
event,1,0.002,-50.0,-50.0
fax,1,0.002,0.0,0.0
ferry,1,0.002,0.0,0.0
fixme,1,0.002,0.0,0.0
ford,1,0.002,0.0,0.0
healthcare,1,0.002,0.0,0.0
indoor_seating,1,0.002,0.0,0.0
internet_access,1,0.002,-66.6667,-66.6667
motor_vehicle,1,0.002,0.0,0.0
open_air,1,0.002,0.0,0.0
path,1,0.002,0.0,0.0
population,1,0.002,-83.3333,-83.3333
social_facility:for,1,0.002,0.0,0.0
takeaway,1,0.002,0.0,0.0
tree,1,0.002,0.0,0.0
