key,value,count,percent_of_total_changes_for_key,percent_difference_from_pre,percent_difference_from_pre_day
amenity,place_of_worship,9,42.8571,800.0,800.0
amenity,parking,4,19.0476,300.0,300.0
amenity,cafe,2,9.5238,100.0,100.0
amenity,restaurant,2,9.5238,100.0,100.0
amenity,charging_station,1,4.7619,0.0,0.0
amenity,cinema,1,4.7619,0.0,0.0
amenity,recycling,1,4.7619,0.0,0.0
amenity,shower,1,4.7619,0.0,0.0
building,yes,18,58.0645,1700.0,1700.0
building,greenhouse,7,22.5806,600.0,600.0
building,roof,3,9.6774,200.0,200.0
building,hotel,2,6.4516,100.0,100.0
building,chapel,1,3.2258,0.0,0.0
highway,track,54,26.601,5300.0,5300.0
highway,residential,49,24.1379,4800.0,4800.0
highway,tertiary,33,16.2562,3200.0,3200.0
highway,motorway,18,8.867,1700.0,1700.0
highway,secondary,12,5.9113,1100.0,1100.0
highway,service,9,4.4335,800.0,800.0
highway,unclassified,7,3.4483,600.0,600.0
highway,primary,5,2.4631,400.0,400.0
highway,footway,4,1.9704,300.0,300.0
highway,speed_camera,4,1.9704,300.0,300.0
highway,road,2,0.9852,100.0,100.0
highway,crossing,1,0.4926,0.0,0.0
highway,living_street,1,0.4926,0.0,0.0
highway,motorway_junction,1,0.4926,0.0,0.0
highway,path,1,0.4926,0.0,0.0
highway,pedestrian,1,0.4926,0.0,0.0
highway,stop,1,0.4926,0.0,0.0
landuse,farmland,20,57.1429,1900.0,1900.0
landuse,residential,11,31.4286,1000.0,1000.0
landuse,orchard,2,5.7143,100.0,100.0
landuse,farmyard,1,2.8571,0.0,0.0
landuse,grass,1,2.8571,0.0,0.0
leisure,swimming_pool,132,90.411,13100.0,13100.0
leisure,pitch,7,4.7945,600.0,600.0
leisure,playground,3,2.0548,200.0,200.0
leisure,slipway,2,1.3699,100.0,100.0
leisure,fitness_centre,1,0.6849,0.0,0.0
leisure,marina,1,0.6849,0.0,0.0
name,Ολυμπία Οδός,16,14.4144,1500.0,1500.0
name,Αγίου Ανδρέου,7,6.3063,600.0,600.0
name,Αγίου Δημητρίου,4,3.6036,300.0,300.0
name,Κινέτα,4,3.6036,300.0,300.0
name,Πελασγών,4,3.6036,300.0,300.0
name,Λυκόρεμα,3,2.7027,200.0,200.0
name,Μαραθώνος,3,2.7027,200.0,200.0
name,Πλαζ Ραφήνας,3,2.7027,200.0,200.0
name,Ραφήνα,3,2.7027,200.0,200.0
name,tennis court,2,1.8018,100.0,100.0
name,Βεργίνας,2,1.8018,100.0,100.0
name,Ελευσίνα - Κόρινθος,2,1.8018,100.0,100.0
name,Πικέρμι,2,1.8018,100.0,100.0
name,Ρωμαϊκό Βαλανείο,2,1.8018,100.0,100.0
name,203η,1,0.9009,0.0,0.0
name,ORIBU,1,0.9009,0.0,0.0
name,Ria,1,0.9009,0.0,0.0
name,basketball,1,0.9009,0.0,0.0
name,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,1,0.9009,0.0,0.0
name,Αγία Παρασκευή,1,0.9009,0.0,0.0
name,Αγίας Μαρίνας,1,0.9009,0.0,0.0
name,Αγίου Γεωργίου,1,0.9009,0.0,0.0
name,Αγίου Γεωργίου (Aghiou Georgiou),1,0.9009,0.0,0.0
name,Ανεμώνης,1,0.9009,0.0,0.0
name,Αραφηνιδών Αλών,1,0.9009,0.0,0.0
name,Αριστοτέλη Βαλαωρίτου (Aristoteli Valaoritou),1,0.9009,0.0,0.0
name,Αχαιών,1,0.9009,0.0,0.0
name,Αύρα,1,0.9009,0.0,0.0
name,Βελανιδιάς (Velanidias),1,0.9009,0.0,0.0
name,Γήπεδο Ραφήνας,1,0.9009,0.0,0.0
name,Δάσους,1,0.9009,0.0,0.0
name,Δάφνης,1,0.9009,0.0,0.0
name,Διώνη,1,0.9009,0.0,0.0
name,Η γωνιά του Τόρβα,1,0.9009,0.0,0.0
name,Ηπείρου,1,0.9009,0.0,0.0
name,ΚΑΑΥ Αγίου Ανδρέα,1,0.9009,0.0,0.0
name,Καλλιτεχνών,1,0.9009,0.0,0.0
name,"Καταρράκτης Πεντέλης ""Ο Βαλανάρης""",1,0.9009,0.0,0.0
name,Κολοκοτρώνη,1,0.9009,0.0,0.0
name,Κύπρου,1,0.9009,0.0,0.0
name,Κώστα Κρυστάλλη,1,0.9009,0.0,0.0
name,Λευκοθέας,1,0.9009,0.0,0.0
name,Μαγδαληνής,1,0.9009,0.0,0.0
name,Μαργαρίτας,1,0.9009,0.0,0.0
name,Μεγάλο Ρέμα Ραφήνας,1,0.9009,0.0,0.0
name,Μονή Αγίας Παρασκευής,1,0.9009,0.0,0.0
name,Μονή Αγίου Εφραίμ,1,0.9009,0.0,0.0
name,Μονή Νραού Πεντέλης,1,0.9009,0.0,0.0
name,Μονή Νταού Πεντέλης,1,0.9009,0.0,0.0
name,Νέος Βουτζάς,1,0.9009,0.0,0.0
name,Ναρκίσσου,1,0.9009,0.0,0.0
name,Νταού Πεντέλη,1,0.9009,0.0,0.0
name,Ντράφι,1,0.9009,0.0,0.0
name,Παλαιός Μύλος,1,0.9009,0.0,0.0
name,Πειραιώς,1,0.9009,0.0,0.0
name,Πηγής,1,0.9009,0.0,0.0
name,Πλειάδων,1,0.9009,0.0,0.0
name,Ποσειδώνος,1,0.9009,0.0,0.0
name,Προφήτης Ηλίας,1,0.9009,0.0,0.0
name,Ρούμελης,1,0.9009,0.0,0.0
name,Σήραγγα Αίθρα,1,0.9009,0.0,0.0
name,Σήραγγα Ευπαλίνος,1,0.9009,0.0,0.0
name,Στρατόπεδο Ραφήνα,1,0.9009,0.0,0.0
name,Τζων Κένεντυ (John Kennedy),1,0.9009,0.0,0.0
name,Τσακάλωφ,1,0.9009,0.0,0.0
name,Υακίνθου,1,0.9009,0.0,0.0
name,Χρυσανθέμων,1,0.9009,0.0,0.0
name,ταβέρνα Ελλάς,1,0.9009,0.0,0.0
natural,tree,13,30.2326,1200.0,1200.0
natural,coastline,12,27.907,1100.0,1100.0
natural,beach,5,11.6279,400.0,400.0
natural,wood,5,11.6279,400.0,400.0
natural,tree_row,4,9.3023,300.0,300.0
natural,grassland,2,4.6512,100.0,100.0
natural,cliff,1,2.3256,0.0,0.0
natural,scrub,1,2.3256,0.0,0.0
source,DigitalGlobe-Premium,23,28.75,2200.0,2200.0
source,DigitalGlobe-Standard,17,21.25,1600.0,1600.0
